# x1,x1**2,x2,x2**2,y
8.958021501426101096e+00,8.024614922001234163e+01,9.698804277703242605e+00,9.406680441719471730e+01,4.127886083352053248e+01
1.359680965869714697e+01,1.848732328948400152e+02,7.315754117939964551e+00,5.352025831415554791e+01,4.572823431998646271e+01
1.330288776042118926e+01,1.769668227663638902e+02,5.741473437327951679e+00,3.296451723154244462e+01,4.086227132987916377e+01
1.684845405563444132e+01,2.838704040648246405e+02,6.731863514880483734e+00,4.531798638297902215e+01,5.352007562042282984e+01
9.061220002142515995e+00,8.210570792722761269e+01,3.939837247430829414e+00,1.552231753624333521e+01,2.600979580006609737e+01
8.973576904429716450e+00,8.052508245971441170e+01,8.368304381645293333e+00,7.002851822386381286e+01,3.674724246111338033e+01
1.288524891388251881e+00,1.660296395727106411e+00,8.946259555466481217e+00,8.003556003377532591e+01,2.130033182041095330e+01
6.516605821342000837e+00,4.246615143074845378e+01,6.708062534796061627e+00,4.499810297073456411e+01,2.610721774637819337e+01
5.165201343330146244e+00,2.667930491713954666e+01,2.145778369563866583e-01,4.604364811288165493e-02,1.201727814452461907e+01
4.135675942862448551e+00,1.710381550437120168e+01,8.010604450986580360e+00,6.416978367016601226e+01,2.438890087393921391e+01
2.601000150476124873e+00,6.765201782776824047e+00,1.868928215879782639e+00,3.492892676111587491e+00,8.073544909321105578e+00
6.411488567905987424e-01,4.110718565638916688e-01,9.244883130313429120e+00,8.546786409315382116e+01,2.097360279455063647e+01
7.398428816398374686e+00,5.473674895131385654e+01,5.073608439790425528e+00,2.574150260031263571e+01,2.429659814950721852e+01
1.494561207115453882e+01,2.233713201814402680e+02,6.918841888759313719e+00,4.787037308165054839e+01,4.835236187501810434e+01
1.640322502644978186e+01,2.690657912683484483e+02,1.242754538242096807e-01,1.544438842321327332e-02,4.102231982410130229e+01
2.400995774736884858e+00,5.764780710304373557e+00,6.986499613263989161e+00,4.881117684613786878e+01,1.775411708763216723e+01
1.329032795668898004e+01,1.766328171963486682e+02,7.189246430892296758e+00,5.168526424409762399e+01,4.455751029495571203e+01
1.509612087997806995e+01,2.278928656229098522e+02,6.722582256756060026e+00,4.519311219885140218e+01,4.825722289891469075e+01
9.462468664806711338e-01,8.953831323244890728e-01,7.973681601285003140e+00,6.357959827867097147e+01,1.755206560399497562e+01
6.576153537191418152e+00,4.324579534471519793e+01,7.414090624447007727e+00,5.496873978751302303e+01,2.821222929732477169e+01
9.059834027760357955e+00,8.208059261056446587e+01,3.156722371930447135e+00,9.964896133446188742e+00,2.475757093101248074e+01
2.542168575711345468e+00,6.462621067334250569e+00,8.933931607929819663e+00,7.981513397516749819e+01,2.380757550609608941e+01
4.523024864629183739e+00,2.045775392605384724e+01,1.130262355814858344e+00,1.277492992972153463e+00,1.145061323039666945e+01
8.321139257557161883e+00,6.924135854365896137e+01,6.193641877734993528e+00,3.836119970963265757e+01,2.912239389940754819e+01
8.172796219928393668e+00,6.679459805247583404e+01,3.062318847907206987e+00,9.377796726247723313e+00,2.235118240661640598e+01
1.536130627518377523e+01,2.359697304800004360e+02,8.369056412838501657e+00,7.004110524127324311e+01,5.377628396913926423e+01
1.952636982130489329e+01,3.812791183983665064e+02,3.394568794995227456e+00,1.152309730395534970e+01,5.426896539157597488e+01
3.851809689178689045e+00,1.483643788165082888e+01,5.082500463210015695e-01,2.583181095853002152e-01,9.426076291606433344e+00
4.712212862034625971e-01,2.220495005712456171e-01,5.791975772390259181e+00,3.354698334795573800e+01,1.070145495252364576e+01
6.427688462403134295e+00,4.131517896971036663e+01,7.906922493237785510e+00,6.251942331406964115e+01,2.917756131365199224e+01
8.026377779483356179e+00,6.442274025898417733e+01,5.122206373013311165e+00,2.623699812773817897e+01,2.583805980365425370e+01
6.955092822885857728e+00,4.837331617495836866e+01,5.060434367400445943e-01,2.560799598676755107e-01,1.652697261906294557e+01
7.567576909656192896e-01,5.726822028356157723e-01,3.211584676163735885e+00,1.031427613216972894e+01,6.191808629180564516e+00
1.204291314035561378e+01,1.450317569061499228e+02,3.886849564617479658e+00,1.510759953796709176e+01,3.364192146151897589e+01
5.648450197594012678e+00,3.190498963469984162e+01,5.695943795660124209e+00,3.244377572331906379e+01,2.148695768860792654e+01
1.327788864722882067e+01,1.763023269282080037e+02,9.185156101547482521e+00,8.436709260979495184e+01,5.060747291759556532e+01
9.342826170910456085e+00,8.728840085984933239e+01,7.626604710984407731e+00,5.816509941760956082e+01,3.542376368335721537e+01
4.530390879261336323e+00,2.052444151889430302e+01,9.506652534410756417e+00,9.037644241001845558e+01,3.013652477767654503e+01
6.632903394274776154e+00,4.399540743778185004e+01,9.878996705509109688e+00,9.759457590745984135e+01,3.629024981486622181e+01
1.888830564312132054e+01,3.567680900679687284e+02,6.234571235842772730e+00,3.886987849479807977e+01,5.819451417219057987e+01
1.344880201814314447e+01,1.808702757232111082e+02,8.904627859267087331e+00,7.929239731203554697e+01,5.014531831850069921e+01
1.840764788969766474e+00,3.388415008310909027e+00,2.715973675650875663e+00,7.376513006828528063e+00,7.701941912650286604e+00
2.504632912875024431e+00,6.273186028256829694e+00,8.659801651875300266e+00,7.499216464982218611e+01,2.298513254304285880e+01
6.293625120459576117e+00,3.960971715687981742e+01,8.572884122558795283e+00,7.349434217882068765e+01,3.101395023464341349e+01
7.028366952044729388e+00,4.939794201259451967e+01,7.494156050990525841e+00,5.616237491659791203e+01,2.946902301741075547e+01
2.606356287932707350e+00,6.793093099646362099e+00,8.615865721213962658e+00,7.423314212598980077e+01,2.301790154562867485e+01
1.150005522860579177e+01,1.322512702609834037e+02,9.011124405271198512e+00,8.120036304727420884e+01,4.539059105697311480e+01
7.940566897261818191e+00,6.305260264989017571e+01,4.977652086786873653e+00,2.477702029709371701e+01,2.528743581202420643e+01
1.249818604422285873e+00,1.562046543960070366e+00,5.971779160958075039e+00,3.566214634725312749e+01,1.268424447646571274e+01
1.945650660828934519e+01,3.785556493984069562e+02,3.769424817438969733e+00,1.420856345432481049e+01,5.485560088160674752e+01
3.159356208288932599e-01,9.981531650853821269e-02,7.048451629640306138e+00,4.968067037537908703e+01,1.360356735942685624e+01
1.403315304786372408e+01,1.969293844647669403e+02,6.787540658289759055e-01,4.607070818793657652e-01,3.476648283179972765e+01
1.336364648484102347e+01,1.785870473718038340e+02,2.015335190684608424e-01,4.061575930811767154e-02,3.261693547457131359e+01
1.887258600765457217e+01,3.561745026163191596e+02,6.091170461896502353e+00,3.710235759588044857e+01,5.783962365992780974e+01
1.059260429348730170e+01,1.122032657184056177e+02,4.514261892366755458e-01,2.037856043287467889e-01,2.546772072278757904e+01
1.414585219398696303e+01,2.001051342941257758e+02,7.112776993735665521e+00,5.059159656261537208e+01,4.679749204577917965e+01
1.928748273229051335e+01,3.720069901484047250e+02,6.118734879654661896e+00,3.743891652750254906e+01,5.922273789186228754e+01
1.954110534431449153e+01,3.818547980775963993e+02,7.809138220249607798e+00,6.098263974296321521e+01,6.463141627824828106e+01
1.902873579091346556e+01,3.620927858003911410e+02,7.156668174345227840e+00,5.121789935768585877e+01,6.121735631441854508e+01
1.817680439218996113e+01,3.303962179119362759e+02,3.243836757517266633e+00,1.052247690942013492e+01,4.994587104122567212e+01
1.547828709506078937e+01,2.395773713971253756e+02,4.189542720352480210e+00,1.755226820565846069e+01,4.363848434217806727e+01
4.373159975344957928e+00,1.912452816995911320e+01,5.492668377049976236e+00,3.016940590024481850e+01,1.817106403044874341e+01
3.711495871344048236e+00,1.377520160300391616e+01,8.816828491810346335e+00,7.773646465399870920e+01,2.596428591232974270e+01
5.426987550882966360e+00,2.945219387743869888e+01,2.905931325334374371e+00,8.444436867559593551e+00,1.559592796945837279e+01
1.820547072386529663e+01,3.314391642775163973e+02,4.033205519465798083e+00,1.626674676224937954e+01,5.150455395567929173e+01
3.830077687644226625e+00,1.466949509339014668e+01,3.387750872205378627e+00,1.147685597212830366e+01,1.289761443914698091e+01
9.954333565711749543e+00,9.908875673745559709e+01,4.530235258498241713e+00,2.052303149734063226e+01,2.938300925305891198e+01
9.028784676196721648e+00,8.151895272912473445e+01,8.509489036010602803e+00,7.241140365398466372e+01,3.744136573169668480e+01
1.512565881802211720e+01,2.287855546792102359e+02,6.633069622943288834e+00,4.399761262281302265e+01,4.809377786199188165e+01
1.937738970923683723e+01,3.754832319436376906e+02,3.535424187760229930e+00,1.249922418740008112e+01,5.403730928405774847e+01
1.242714185361401391e+01,1.544338546498451592e+02,7.549406961169379926e+00,5.699354546535268895e+01,4.332373446997412003e+01
1.131245211848702681e+01,1.279715729330616227e+02,5.593082302948946705e+00,3.128256964756069181e+01,3.523679805343020632e+01
1.191526344097927748e+01,1.419735028679373272e+02,6.615071595946805161e+00,4.375917221950221148e+01,3.938680900217738667e+01
3.011780680664746246e+00,9.070822868425402419e+00,9.105241160045256521e+00,8.290541658258229063e+01,2.544377357849215926e+01
8.100627373624358363e-01,6.562016384631227384e-01,9.274080049352500410e+00,8.600856076179807985e+01,2.142047340826881552e+01
1.296195693267413240e+01,1.680123275244989998e+02,4.656419532459399324e-01,2.168224286226941022e-01,3.165596242691323425e+01
1.159840534098219145e+01,1.345230064537242356e+02,4.113154154930247941e+00,1.691803710221996226e+01,3.278957082182113680e+01
7.479791444076145268e+00,5.594728004687470957e+01,5.131210665370487867e+00,2.632932289241184520e+01,2.448617216492874959e+01
1.098430566284509524e+01,1.206549708948108304e+02,3.289572217844431989e+00,1.082128537641393429e+01,2.982286396469103806e+01
9.070126025627089916e-01,8.226718612075787362e-01,6.835817761148117455e+00,4.672840446362805977e+01,1.419317192449516440e+01
4.627595124269410221e+00,2.141463663416201868e+01,1.141531067570836777e+00,1.303093178229414395e+00,1.160456569628865253e+01
4.449677944668934515e+00,1.979963381127315358e+01,1.034214636281587385e+00,1.069599913899056176e+00,1.123370927932058194e+01
7.918243835430831545e+00,6.269858543733836598e+01,6.563564294576929026e-01,4.308037624904513807e-01,1.895291678630824705e+01
1.767572127618641531e+01,3.124311226334291405e+02,5.110398354726398473e+00,2.611617134399028117e+01,5.192835464299390225e+01
1.552487465784335718e+01,2.410217331417468927e+02,1.151977178014913505e+00,1.327051418667203775e+00,3.934541533222144238e+01
3.672669840838658217e+00,1.348850375980585525e+01,5.803182078430157986e+00,3.367692223541296670e+01,1.734744841068472354e+01
1.720312570164726651e+01,2.959475339066767674e+02,7.573128675966536605e+00,5.735227794274666735e+01,5.680804986510829480e+01
4.286973011762585273e+00,1.837813760358077175e+01,6.925193007394030431e+00,4.795829818965917468e+01,2.169216113656116818e+01
6.577566979753976639e+00,4.326438737314985161e+01,6.469797090605647227e+00,4.185827439360929958e+01,2.560606641490317514e+01
8.552135968766773289e+00,7.313902962827440035e+01,8.936992587113930853e+00,7.986983650212934549e+01,3.762104478499862381e+01
1.113776647552033872e+00,1.240498420632247578e+00,9.269346952006147333e+00,8.592079291666564700e+01,2.196961209474075005e+01
1.511873448544233867e+01,2.285761324413034288e+02,8.478193281872840714e+00,7.187976132479377611e+01,5.346879183516139022e+01
1.846375673770660342e+01,3.409103128692059954e+02,8.996368514948418493e+00,8.093464645675521751e+01,6.499078573044845086e+01
1.113783294438354332e+01,1.240513226969953848e+02,1.980705182603152981e+00,3.923193020390989716e+00,2.840230887400225512e+01
1.371429762267371188e+01,1.880819592832738181e+02,9.769572376630337729e+00,9.544454442221854151e+01,5.379747907526292749e+01
1.986537104453831404e+01,3.946329667371812775e+02,5.936202174308848001e+00,3.523849625426909427e+01,6.059578802779311957e+01
1.886913404661679294e+01,3.560442196691930121e+02,9.405987165580297571e+00,8.847259455906127812e+01,6.766611422241444984e+01
1.909359598502297928e+01,3.645654076392856382e+02,7.296683263482042214e+00,5.324158664757894854e+01,6.162920170466390601e+01
3.132432738354664625e+00,9.812134860316103158e+00,8.132926224970267626e+00,6.614448898080912898e+01,2.259890242277182892e+01
1.896222581429429965e+01,3.595660078322891309e+02,5.218529356632969574e+00,2.723304864604011399e+01,5.602630864200748562e+01
4.716197112480968734e-01,2.224251520377382718e-01,6.560373152363395910e+00,4.303849589825043864e+01,1.260292910705735459e+01
1.309663774736136865e+01,1.715219202856106619e+02,3.455993435952773307e+00,1.194389062934865642e+01,3.565744286527748841e+01
1.699523854587491911e+01,2.888381332311926144e+02,7.387274807066464000e+00,5.457182907511886327e+01,5.575514012544365983e+01
1.850225848331757916e+01,3.423335689834973437e+02,1.109621586469997645e+00,1.231260065160194372e+00,4.821945318191163921e+01
6.737153584575912291e+00,4.538923842216406257e+01,8.002473956667135013e+00,6.403958942713575198e+01,3.027077065603301520e+01
2.103395855237144563e+00,4.424274123828798366e+00,4.329575402287167307e+00,1.874522316409008837e+01,1.089753501235418298e+01
1.110300595208507346e+01,1.232767411720365658e+02,7.482804056851344310e-01,5.599235655323093752e-01,2.690208305670283906e+01
7.985288582332881191e+00,6.376483374313587404e+01,5.862066147376905789e+00,3.436381951622232123e+01,2.753935325255603317e+01
1.279791839070236392e+01,1.637867151350777704e+02,3.922027594874550882e+00,1.538230045495745379e+01,3.572925913601453374e+01
5.170701321460424715e-01,2.673615215575258497e-01,9.731876349073687038e-01,9.470941727365979057e-01,2.888367618067665621e+00
1.060157077937278380e+01,1.123933029900508558e+02,1.023789175056120104e+00,1.048144274962090838e+00,2.596473935596457139e+01
1.302008683819203050e+01,1.695226612740613348e+02,8.967247819333305614e+00,8.041153345333792402e+01,4.917564267354780583e+01
1.347052921314247342e+01,1.814551572821247873e+02,9.984122752845079773e+00,9.968270714387881526e+01,5.398532690231604647e+01
5.719381485044250368e-01,3.271132457146697647e-01,7.612556024805151367e+00,5.795100923079721156e+01,1.579647038424735328e+01
1.421516285299824389e+01,2.020708549372611742e+02,5.973296262234820908e+00,3.568026823642848200e+01,4.400530591222706533e+01
1.706354713090182429e+01,2.911646406885078591e+02,9.150463776970816809e+00,8.373098733365502255e+01,6.125009826688120285e+01
1.830923779889539915e+01,3.352281887765000192e+02,3.474733909075276017e+00,1.207377573887754885e+01,5.072963270551215231e+01
5.787250183625598510e+00,3.349226468787452404e+01,3.665119804517314783e+00,1.343310318146503946e+01,1.781713556918536767e+01
1.896445463182092794e+01,3.596505394823942652e+02,8.955450377828217512e+00,8.020009146974356895e+01,6.649421962203351200e+01
1.649760358829625773e+01,2.721709241565655475e+02,3.273521650565277774e+00,1.071594399671961995e+01,4.500772696078042401e+01
6.975395734968854455e+00,4.865614565942168213e+01,1.318927946483963165e+00,1.739570928016404006e+00,1.729622729278963789e+01
1.121157766569558056e+01,1.256994737539239679e+02,1.849862407845385137e+00,3.421990927959526196e+00,2.843606056859269771e+01
7.374295876588874421e+00,5.438023967547567850e+01,4.313983360685843316e+00,1.861045243627432200e+01,2.260532864035553047e+01
1.228073808357074626e+01,1.508165278772648890e+02,3.434618458243037242e+00,1.179660395370377834e+01,3.338889422848509980e+01
5.511025841892611687e+00,3.037140583000816818e+01,1.323752849088419836e+00,1.752321605469708832e+00,1.376892195256810147e+01
8.908406643635212063e+00,7.935970892836398605e+01,7.295493084430946240e+00,5.322421934497975826e+01,3.351776031390082977e+01
1.815795186687978813e+01,3.297112159999231835e+02,3.423598190063312785e+00,1.172102456700479145e+01,5.018645679679197968e+01
1.646985604911777301e+01,2.712561582786613030e+02,3.313471971165105057e+00,1.097909650369676626e+01,4.506115033436041273e+01
8.133934221432216560e+00,6.616088591858611778e+01,5.182833809393013524e+00,2.686176629578729447e+01,2.630168220358229192e+01
1.163299418152563547e+00,1.353265536274092851e+00,2.081063611533214619e+00,4.330825755247666109e+00,5.348279339192627546e+00
3.200582326051573112e+00,1.024372722583369821e+01,6.794703380485690225e+00,4.616799402878366720e+01,1.882459702908653654e+01
2.988646240930470377e-01,8.932006353427830725e-02,8.890977581061633828e+00,7.904948234694057874e+01,1.919573222587836625e+01
8.213093194527960605e+00,6.745489982200150791e+01,7.312868233366081050e+00,5.347804179857475049e+01,3.184490287172817347e+01
1.637032569960905093e+01,2.679875635112805412e+02,6.786380297205743872e+00,4.605495753830231820e+01,5.221788076055117500e+01
9.126532298589065562e+00,8.329359179718940709e+01,4.373690969567769926e+00,1.912917269727865843e+01,2.707073098200469374e+01
1.737756387591796070e+01,3.019797262616088460e+02,4.237819266849596644e+00,1.795911213848165389e+01,4.927078705146333704e+01
1.365760849692237322e+01,1.865302698552061997e+02,8.014005475813601009e+00,6.422428376637037672e+01,4.788985626941347817e+01
2.736638677684071208e+00,7.489191252196421900e+00,1.214574620148063389e+00,1.475191507907812394e+00,7.708709308206532995e+00
9.822914215334694887e+00,9.648964368182441831e+01,3.793287327222066629e+00,1.438902874686353073e+01,2.763131576910312148e+01
7.439193351058282389e+00,5.534159771442975995e+01,2.581194600412174189e+00,6.662565565196963746e+00,1.999974221922081341e+01
8.619620265346050303e+00,7.429785351876431321e+01,7.185468095542457689e+00,5.163095175205855725e+01,3.236504124606099708e+01
1.413679064299548216e+01,1.998488496838846231e+02,9.758742250327173906e+00,9.523305030832067075e+01,5.507101079497724072e+01
1.673423366671122992e+01,2.800345764120915533e+02,6.975885065356013381e-01,4.866297244505707331e-01,4.245043313710480248e+01
1.841116904621285499e+01,3.389711456482263543e+02,1.119760189859889676e+00,1.253862882795056199e+00,4.788415156322565736e+01
2.048821067743826774e+00,4.197667767630954394e+00,2.120414064297568846e+00,4.496155804070934181e+00,7.240712792235028061e+00
1.110496061513374322e+01,1.233201502636716071e+02,1.906581221972254436e+00,3.635051955977214977e+00,2.811401725723327161e+01
8.995622842940109720e+00,8.092123033242590679e+01,6.696155915659332436e+00,4.483850404681947310e+01,3.208669321832669397e+01
9.314101981787008100e+00,8.675249572712867518e+01,5.332671503394257329e+00,2.843738536311316878e+01,2.959223211392641417e+01
1.995652615110848060e+01,3.982629360198766904e+02,6.909630290866640934e+00,4.774299075646182189e+01,6.338044981824221935e+01
3.422818136980292358e+00,1.171568399884123934e+01,5.462097194253611399e+00,2.983450575947317418e+01,1.605484907756406798e+01
2.466094195984993576e+00,6.081620583470871644e+00,6.946494620700372380e+00,4.825378751541921218e+01,1.772708980579886529e+01
6.174135583785476555e+00,3.811995020696602410e+01,2.648817275757437972e+00,7.016232960351055148e+00,1.704250037301692799e+01
4.126112291720504643e+00,1.702480264388703546e+01,2.518807745802162046e+00,6.344392460312969106e+00,1.231034511842009138e+01
9.695751080834471125e+00,9.400758902150280960e+01,2.664046426848869498e+00,7.097143364406228727e+00,2.558545561297777837e+01
7.544223379871315416e+00,5.691530640539697572e+01,8.555508024956795410e+00,7.319671756510012983e+01,3.392713059533078734e+01
1.158282143808348863e+01,1.341617524665264511e+02,6.070311086980923143e+00,3.684867669272351520e+01,3.710131416861392495e+01
1.106827529603235938e+01,1.225067180287602184e+02,5.923717364816058151e+00,3.509042741822330669e+01,3.545052209497364260e+01
1.132506089150296269e+01,1.282570041962498806e+02,2.203999407459101612e+00,4.857613388080070926e+00,2.919171216579402284e+01
3.709835899570519402e+00,1.376288240174220512e+01,6.160402653588688437e+00,3.795056085434255522e+01,1.837882769006101569e+01
1.803255102475248250e+01,3.251728964603017857e+02,2.557708161554198334e+00,6.541871039680956734e+00,4.845614414012641191e+01
1.276177924640560946e+01,1.628630095339889294e+02,4.606307581090608672e+00,2.121806953161281584e+01,3.694046231411141434e+01
8.364154304262122253e+00,6.995907722550659003e+01,6.294533678156726708e+00,3.962115422544925281e+01,2.948361089549901948e+01
3.131392939723638413e+00,9.805621742951050379e+00,4.731343003328513319e+00,2.238560661514567585e+01,1.379774532824969135e+01
1.149409752035698240e+01,1.321142778074765260e+02,6.003377962799703482e+00,3.604054696422911519e+01,3.661099673354488715e+01
1.280301656393709209e+01,1.639172331364475497e+02,7.890584631255248560e-02,6.226132582300153082e-03,3.104720020958238180e+01
1.153219957666929751e+01,1.329916270761315218e+02,7.209379200318744907e+00,5.197514845398854533e+01,3.984585118486598532e+01
1.966683275131201114e+01,3.867843104680787860e+02,8.056366418698852172e+00,6.490503987233856265e+01,6.575264290659950461e+01
6.796169947060493044e-01,4.618792594932822348e-01,8.418783848534305392e+00,7.087592148834208672e+01,1.834181232075729184e+01
1.175257996395981408e+01,1.381231358092696553e+02,2.755504255042695583e+00,7.592803699558400510e+00,3.094221656329165171e+01
1.105611486178898417e+01,1.222376758370712508e+02,1.519144436806459941e+00,2.307799819880016479e+00,2.769280040340964177e+01
2.662221816223764304e+00,7.087424998777758667e+00,7.832629062227876027e+00,6.135007802645673536e+01,2.063520698204899873e+01
9.426265655429553192e+00,8.885448420673074565e+01,9.130264849323930676e+00,8.336173621880013229e+01,4.044628077767415419e+01
3.738381905292249563e+00,1.397549926981650970e+01,6.313084715034612771e+00,3.985503861920366120e+01,1.874415896856300989e+01
1.695239476202864637e+01,2.873836881676562598e+02,1.598604636723943706e-01,2.555536784555292179e-02,4.270418932126908373e+01
1.241627873942501559e+01,1.541639777350976601e+02,2.140926871022434064e+00,4.583567867065910129e+00,3.189237665949668710e+01
8.872873481589875766e+00,7.872788382030084620e+01,3.784341975567500960e+00,1.432124418804213661e+01,2.529190898527077991e+01
3.055475268091387697e+00,9.335929113918137290e+00,5.798890543997023528e+00,3.362713154125809467e+01,1.608305711899630808e+01
1.832587397011401720e+01,3.358376567685024838e+02,2.993865538478526211e+00,8.963230862489314887e+00,5.001248971155935408e+01
8.075260032294462320e+00,6.520982458917235647e+01,1.632685698339271241e+00,2.665662589561593965e+00,2.014355285586577082e+01
8.524580523986839964e+00,7.266847310993574638e+01,1.537208363272641876e+00,2.363009552115354683e+00,2.126826127826787172e+01
7.870178690020872558e+00,6.193971261285865637e+01,5.996470556723016543e+00,3.595765913764604704e+01,2.756666954828443394e+01
9.334537635176911152e+00,8.713359286253415803e+01,9.416336349192775401e+00,8.866739024112912659e+01,4.105113111301565709e+01
1.904876815029457759e+01,3.628555680436771240e+02,7.190001411309534518e+00,5.169612029463309710e+01,6.122698758777740835e+01
2.806101170598043204e+00,7.874203779631708144e+00,9.969670915290388180e+00,9.939433815918708603e+01,2.810240034730290759e+01
7.811143592472385322e+00,6.101396422222239835e+01,5.170092984887357801e+00,2.672986147238146870e+01,2.555084018522597233e+01
1.493779254751593122e+01,2.231376461926224977e+02,2.639374184601704698e+00,6.966296086341913885e+00,3.959348883747582448e+01
7.811090932773390172e+00,6.101314156005467026e+01,6.194584120533540350e+00,3.837287242636629259e+01,2.786433356110143933e+01
6.288409212868710796e+00,3.954409042849207623e+01,1.089826936377449318e+00,1.187722751253857068e+00,1.533205879328210663e+01
1.271695414043453276e+01,1.617209226099149930e+02,5.030117214925697411e+00,2.530207919589185650e+01,3.768523684791539807e+01
1.166905703225667423e+01,1.361668920220589314e+02,3.494533241851049965e+00,1.221176257840200918e+01,3.194334536993530094e+01
1.986528181736382948e+01,3.946294216832859547e+02,9.924413548121815865e+00,9.849398427414385537e+01,7.249234782104137764e+01
1.555237890542478141e+01,2.418764896179017114e+02,7.727213478329582941e+00,5.970982813967837188e+01,5.241752192618015016e+01
1.685680365988461205e+01,2.841518296278992466e+02,1.296331087034455765e+00,1.680474287211933815e+00,4.343621321263155721e+01
5.519979548892433030e+00,3.047017422019071020e+01,7.316722874814425737e+00,5.353443362683267281e+01,2.550232087580109663e+01
1.731500872977628092e+01,2.998095273122287949e+02,7.274212926162287651e+00,5.291417369514650915e+01,5.638063331001276168e+01
1.897637005318657444e+01,3.601026203954762082e+02,5.413614560898589723e+00,2.930722261397323081e+01,5.667460616467510448e+01
1.758846046868918123e+01,3.093539416586420430e+02,5.117638994395566243e+00,2.619022887695806290e+01,5.182225399812904243e+01
5.646658378369209252e+00,3.188475084200718968e+01,4.789308157220265372e+00,2.293747262481657501e+01,1.955972151876348519e+01
1.287260789424975371e+01,1.657040339991010853e+02,2.849388183754508752e+00,8.119013021719817758e+00,3.419667557571675331e+01
2.392956464196762667e+00,5.726240639541072319e+00,6.759002317548033822e+00,4.568411232861969040e+01,1.716120648525071246e+01
3.456607740993475897e+00,1.194813707509602096e+01,9.678695828991168426e-02,9.367715295013104640e-03,8.243668130106859948e+00
1.469650972552025436e+01,2.159873981123114106e+02,4.411777958705418001e+00,1.946378475691894394e+01,4.182350675438221543e+01
5.341889981666692044e-01,2.853578857623096932e-01,5.067185777455894602e+00,2.567637170325129858e+01,9.187673478739403876e+00
1.308880733675608710e+01,1.713168774987199754e+02,8.270673287892282843e+00,6.840403663505495047e+01,4.722297673445777377e+01
1.199886722879989698e+01,1.439728147743681177e+02,2.974642722327871525e+00,8.848499325498170975e+00,3.192300187611840911e+01
6.958510438319962077e+00,4.842086752020787088e+01,7.919269456613575286e+00,6.271482872645267292e+01,3.058458104197827865e+01
5.041442493788355073e+00,2.541614241817494957e+01,2.665334280489211949e+00,7.104006826750945081e+00,1.450609400687465822e+01
4.238233029869123314e+00,1.796261921547360885e+01,3.471087341950547245e+00,1.204844733544931579e+01,1.389053404932568903e+01
1.194286421249607422e+01,1.426320055981194628e+02,6.784401088552564296e+00,4.602809813035322151e+01,3.979995021694330148e+01
2.492423507456309473e+00,6.212174940520811539e+00,8.621727751216775815e+00,7.433418941610148067e+01,2.272414356026283855e+01
6.726253446528350111e+00,4.524248542693450759e+01,1.114088927012709673e+00,1.241194137292330746e+00,1.649900275738265876e+01
3.463519483773835894e-01,1.199596721448097925e-01,2.130939915234419946e+00,4.540904922339277228e+00,3.867143823774345179e+00
1.888683025451709341e+01,3.567123570629422034e+02,9.518326291749565016e+00,9.059853539621101959e+01,6.810118136756524621e+01
1.332977710019124906e+01,1.776829575407830362e+02,4.705485013359100854e-01,2.214158921094709631e-01,3.273351927796615968e+01
1.148334244458896336e+01,1.318671536996984344e+02,3.912540273294249360e+00,1.530797139014944008e+01,3.216531408325917596e+01
1.303404092154929472e+00,1.698862227446215956e+00,4.494087521990255851e+00,2.019682265530851950e+01,9.569605259518137785e+00
1.549291204182321469e+00,2.400303235356707532e+00,5.826148390311826297e+00,3.394400506593308364e+01,1.309048198305944233e+01
1.432006198174407707e+01,2.050641751609921073e+02,7.044209616797559192e+00,4.962088912538321495e+01,4.703273013358107590e+01
1.621826714084717480e+01,2.630321890518832220e+02,8.544749533801629937e+00,7.301274459540317707e+01,5.688110118620545563e+01
1.158040575188986843e+01,1.341057973784039348e+02,3.207911933606104604e+00,1.029069897377245724e+01,3.126803640817571761e+01
1.807281474290251211e+01,3.266266327312744124e+02,4.244947952374178435e+00,1.801958311836573046e+01,5.142887140207635355e+01
4.785914930942780643e-01,2.290498172622104089e-01,8.803201399418925099e-01,7.749635487873132167e-01,2.723554322828319219e+00
4.269664549164476242e+00,1.823003536239189160e+01,9.261819105564871535e+00,8.578129314420647233e+01,2.878500862090267276e+01
1.552303135869886930e+01,2.409645025631484714e+02,9.767630098156832030e-01,9.540659773441924063e-01,3.919851445544710344e+01
1.796191243420108208e+01,3.226302982939074582e+02,1.700270927908074103e+00,2.890921228289383471e+00,4.722164751488546841e+01
1.045907215869782547e+01,1.093921904208479958e+02,5.075441010310436596e+00,2.576010144914102540e+01,3.175286613183834561e+01
1.179982802552395427e+01,1.392359414319405460e+02,4.492414913281658428e+00,2.018179175307545137e+01,3.405482975814000923e+01
1.836658667152801527e+01,3.373315059627505548e+02,1.052908692372334087e-01,1.108616714473218377e-02,4.702452350965413785e+01
2.108636868957995958e+00,4.446349445128980449e+00,4.143269307581936012e+00,1.716668055515049574e+01,1.057501935381965552e+01
7.309311462775236024e+00,5.342603405985745724e+01,3.908547037153212500e+00,1.527673994163915516e+01,2.173868295553698715e+01
3.379487593351191421e+00,1.142093639361462820e+01,8.490601390206597543e+00,7.209031196737821290e+01,2.431640305224938459e+01
1.025052418942258292e+01,1.050732461579375041e+02,9.376531424950160343e+00,8.791934156307787873e+01,4.325066609676765950e+01
1.429486370807953222e+01,2.043431284325693014e+02,1.926853620820098145e+00,3.712764876067522479e+00,3.671810504980881973e+01
