# feature1,feature2,output
8.583389707519715728e+01,8.980676878216197423e+00,5.404352956925331455e+02
1.258235260171824876e+01,2.739340113090988993e+01,5.346355750241053784e+02
5.539517207214384342e+00,1.836839260596321211e+01,3.396092236059474772e+02
6.156404446446881451e+01,2.862128540594683912e+01,8.613710721046921890e+02
3.963471471056806195e+01,7.428433631483443378e+01,9.131363148753391670e+02
6.805986106108979072e+01,4.879393953296151665e+00,5.639252719405765220e+02
6.492433104436997837e+01,1.823998192936251428e+01,7.515839858519398149e+02
9.908202347237271113e+01,6.874216813654659575e+01,7.746802699394773981e+02
7.967504934956903817e-01,3.125511223331459831e+01,3.913124435280788589e+02
3.146142780152493401e+01,3.326149380342924289e-01,3.852187290181400954e+02
1.022130758322766830e+01,7.841864393723388105e+01,6.041359201688776466e+02
6.236901452900632847e+01,6.880619888454646116e+01,9.884230029255705858e+02
9.339917786976523928e+01,6.401434946326440922e+01,8.410533410402526897e+02
5.926180212814480086e+01,7.405680589483255005e+01,9.722619711791470536e+02
8.944683657067493243e+01,9.996423841508533314e+01,6.537401159320845636e+02
2.957074192145728730e+01,8.177293276012582623e+01,8.033302450210519510e+02
2.521159580807477241e+01,5.374801812592801298e+01,8.245095828504372548e+02
9.789417295585859335e+01,4.156421599112388776e+01,7.505019209584477267e+02
3.323420099903677993e+01,7.424740280761341182e+01,8.708831472836983494e+02
1.170221178618023927e+01,7.011152955433225031e+01,6.578636996873340195e+02
8.129820740115617639e+01,1.433788130756197265e+00,4.542374115989170491e+02
4.200343440699339226e+01,4.167324433603031508e+01,9.073791506842617309e+02
5.472648197725129648e+01,1.717987772161154680e+01,7.384804701059932768e+02
1.191469579425462655e+01,2.442603393363803477e+01,4.972358049682785577e+02
6.402762300985718014e+01,3.396367387162602114e+01,9.025487663975949317e+02
3.607167484827167314e+00,7.605128469466451691e+01,5.169010813752621516e+02
7.030252414571440056e+01,6.826638693528285273e+01,9.755880845055554573e+02
5.726764107676333992e+01,4.310633373365235776e-01,5.002971021567590242e+02
8.415656380446392859e+01,7.111188741313955575e+01,9.007353395768590190e+02
9.097095888378032669e+01,6.186465946158009643e+01,8.647996727676140836e+02
8.023273927106717451e+01,5.457849953052702574e+01,9.384411394332641976e+02
2.888916618479543530e+01,6.234600551063809348e+01,8.632942259368846862e+02
6.275106217753177873e+01,9.085085864005378653e+01,8.652682138990793419e+02
5.363068739364933180e+01,4.139536374155470355e+01,9.457580146332577442e+02
5.824108051665653107e+01,2.065098540565794139e+01,7.820443084877489355e+02
8.232903286218420646e+01,1.275030873173884594e+01,6.162303547616937749e+02
8.855913456537980721e+01,3.057812300920381698e+00,4.297209238093222439e+02
4.359805250473547744e+01,4.326144667094400376e+00,5.266267727472470597e+02
6.063157680391577742e+01,2.615926088250765247e+01,8.390891178533516950e+02
8.105466615758612647e+01,7.317843437987863808e+01,9.133917107455662290e+02
3.519277549128634064e+01,9.850910083609276668e-01,4.240815859718203455e+02
4.077557570582042956e+01,9.290471042503257593e+01,7.959793073177714859e+02
6.387344228727942408e+01,9.909877057943383249e+01,7.831296063340558931e+02
3.980043916519770164e+01,9.608256777365018309e+01,7.597608560036912877e+02
2.239716694047293544e+01,7.737622629121661078e+01,7.589270160017267699e+02
4.018489831390886025e+01,2.570193270673532027e+01,7.795765351318578951e+02
6.188788767444471972e+01,8.745434975390833188e+01,8.936664021689746278e+02
5.301499420008798324e+01,6.282821597366140765e+01,9.921298447329143073e+02
6.170029647036776765e+01,9.703873606156146536e+01,8.068781313273967726e+02
1.017971218762864183e+01,2.085521327591951390e+01,4.358579138963952460e+02
2.553955565429576424e+01,7.751687065133700116e+01,7.900667857889976631e+02
8.327188598948389142e+01,9.431187576434896869e+01,7.585082642205926504e+02
4.363539057522998377e+01,7.468370407922830623e+01,9.321644765284916048e+02
3.914007857754903341e+01,9.995933281167724260e+01,7.145136161440206024e+02
4.438345949255599976e+01,7.649236033978498028e+01,9.276015747292411788e+02
8.582001313481477212e+01,3.782611815599052818e+01,8.372956489613242184e+02
3.292867940366086543e+01,1.197710872424678819e+01,5.729474455250320943e+02
7.458678102350094719e+01,7.419402407370468211e+01,9.418864932703447721e+02
2.955999717332973376e+01,2.113494929879160367e+01,6.575591712607960062e+02
8.662836790155148492e+01,9.297018096593092196e+01,7.476547234023341844e+02
7.334880171737090393e+01,1.290847037615016113e+01,6.633618807332962888e+02
6.161184971208791694e+01,6.040780912185987717e+01,9.997234753806027356e+02
6.050908169693654770e+01,1.248824383882602973e+01,6.827837506552087916e+02
1.171757719517104768e+01,9.350270930570204087e+01,5.146762412991895417e+02
6.426222311030046797e+01,1.792415304395268549e+01,7.487172558221830059e+02
2.029667119035549661e+01,2.390358753895287691e+01,5.954015311668385948e+02
6.507593502468911595e+01,2.165439102059146848e+01,7.898154867325810073e+02
4.874248999223319601e+01,3.319251521248180126e+01,8.812878003803748470e+02
3.049087356449775399e+01,9.386064598981587892e+01,7.165591216271703843e+02
8.518164424085907172e+01,5.561308128477769941e+01,9.082767683014301383e+02
7.892313016662522784e+01,9.477036836527485519e+00,5.909951170764065864e+02
8.707387023640580992e+01,2.338559568095990215e+01,7.086488945309909013e+02
7.087175887636712446e+01,2.545721920028788432e+01,8.157839288556180009e+02
8.906048883316019626e+00,6.157480068624519021e+01,6.328228777155800344e+02
8.867812002933311533e+01,8.422114573832692486e+01,8.020514278281268616e+02
4.707128199441580563e+01,7.937557375640776058e+01,9.238500264101148787e+02
9.822959522824714185e+00,1.134470408885080950e+01,3.134740380453947637e+02
8.086217108674411236e+01,6.978443846775961390e+01,9.254803896730941233e+02
8.745211416800148641e+01,2.015490086530193992e+01,6.710296458658950769e+02
5.593267954902555772e+01,9.253125274453208249e+01,8.490362958309062833e+02
7.650140573802466371e+00,8.014842478655667435e+01,5.578497437695490362e+02
8.835459674611431069e+01,9.231357660704509271e+01,7.403389997434087491e+02
6.322760613513818129e+01,2.202850110021237207e+00,5.291110118022384086e+02
2.087536132011932466e+01,2.637227038285939784e+01,6.260072420375764750e+02
5.372272941951457170e+01,2.144436880792591893e+01,7.856282555634920755e+02
5.932819362870495894e+01,2.251926993678788946e+01,8.025914558663481557e+02
9.211555785469819568e+01,9.670454269322137364e+00,4.990955768573983278e+02
3.916710089853990695e+01,8.542980531456977644e+01,8.482127386077410165e+02
2.225550559943753015e+01,2.697024803792471559e+01,6.465217631984729678e+02
6.206947885640516915e+01,1.951120011203560978e+01,7.690866652112695192e+02
9.913025422710984458e+01,4.279575897049333832e+01,7.432889947431272049e+02
1.919075399576058061e+01,9.810541857952355826e+01,5.619328690485709785e+02
9.587776775919184047e+01,3.773342624908499943e+01,7.494943914457775236e+02
2.821045693333748972e+01,7.179197650426304733e+01,8.385224925757044048e+02
9.400839494184556600e+01,1.516826406061750987e+01,5.550401685565117305e+02
4.669566419488139530e+01,7.563626970120085957e+01,9.408669134914611050e+02
5.903070665618530199e+01,9.530304282562325113e+01,8.248013794171374684e+02
5.988369532972880194e+01,9.142724146599556434e+01,8.612846191021967570e+02
6.998681534846977570e+01,4.427836277025070189e+01,9.513514336439528734e+02
1.532643435579618085e+01,3.369563645132932805e+01,6.223407122313708442e+02
8.073163720874431704e+01,3.799612146818419944e+01,8.716456808873765567e+02
7.465453989616482033e+01,1.334382398959750304e+01,6.639590247688446425e+02
7.167691217058880682e+01,8.918966673893108066e+01,8.611859626866737472e+02
1.954700804567205452e+01,3.014730165935679551e+01,6.448327034619444476e+02
7.486747101526103343e+00,8.020483063263220913e+01,5.551214904344943761e+02
5.456192599904640161e+01,3.243449634238725565e+01,8.891510764911342903e+02
3.685221434451890588e+01,8.291279522632638077e+01,8.510054253003632994e+02
9.280144292586385291e+01,8.638132004285506582e+01,7.510554076566720596e+02
1.687434167551835529e+01,4.810420613249083743e+01,7.188079956241485888e+02
2.935119109056115860e+01,8.367535422778516363e+01,7.892924632255312645e+02
9.428002526545465400e+01,2.663126778166856568e+01,6.784311797909407460e+02
6.075296141838286701e+01,9.088910855457120874e+01,8.659203828334264017e+02
1.149137216895840297e+01,5.008177368525353046e+01,6.555390311522479578e+02
8.313480492160624635e+01,1.243089074854264453e-01,4.209668527581923740e+02
7.298032137830229260e+01,6.010444252069397919e+01,9.764279918851839284e+02
6.212485629838306522e+01,8.807301599701744976e+01,8.887041569547196787e+02
7.164851401350416893e+01,7.194669854050617630e+01,9.609789622853294304e+02
4.255273113442326860e+01,1.511445832392259803e+01,6.741404073879782572e+02
8.540858680134133962e+00,5.443991538450988799e+01,6.235620581447315089e+02
4.355515338101962897e+01,6.585356297696061745e+01,9.572842874798004686e+02
4.534366723386990117e+01,5.485567454546408328e+01,9.661992036812627020e+02
7.763715649782421124e+00,9.492415538312967271e+01,4.451417070386029309e+02
8.977237228171448180e+01,4.971354356530793694e+01,8.606492524346201662e+02
7.063589867936754274e+01,6.700749583364586215e+01,9.773096180239570003e+02
9.079090328389142428e+01,9.095919577815621437e+01,7.321302301394897540e+02
5.286645965228075994e+01,9.509436332099191702e+01,8.198456601475980960e+02
2.575812668379573367e+01,5.111497563506571851e+01,8.242103055763174098e+02
3.454713764567291179e+01,3.671080390003991312e+01,8.328145433125860109e+02
3.772142986585772206e+01,9.919518536106720319e+01,7.144134483078697713e+02
9.778188228770022761e+01,5.980782402041165824e+01,7.994638756885957491e+02
9.712168475436024551e+01,4.468089942958633998e+01,7.734343240450092480e+02
5.015562402983540125e+01,3.696141197679951063e+01,9.118851811672151371e+02
2.502449998106379780e+01,5.587774286254886391e+01,8.257804749380771909e+02
7.444651156480597365e+01,4.291301265197744463e+00,5.345600619275260215e+02
2.472942748136002322e+01,4.132664411209122335e+01,7.762436385001102508e+02
8.359084347504621348e+01,9.639523346416704896e+01,7.357019048882275456e+02
8.778673670424140596e+01,7.182152133961844243e+01,8.719437136224365759e+02
4.108296631697467660e+01,5.369771994196984366e+01,9.442298267965842342e+02
5.337778134343216152e+01,6.605360972116332618e+01,9.887970847313107470e+02
8.952936745621255454e+01,7.580242577731685572e+01,8.424476635001664135e+02
4.354401325403672018e+01,9.193000945136861901e+01,8.187460341689215966e+02
2.470965665860591542e+01,1.519916237497655942e+01,5.429426021128682578e+02
8.105374220470517344e+01,6.979990594648118929e+01,9.243091449461977618e+02
6.781132969353620865e+01,1.325118039766999267e+01,6.843519790763497213e+02
8.561833215343663994e+01,4.370858098331174091e+01,8.705580648419206682e+02
1.106530744447441528e+01,8.399159657582319483e+01,5.826254023402788107e+02
6.266135040547477075e+01,1.346319646676954562e+01,6.947128378362854164e+02
5.033890350932564672e+01,3.027551554465555128e+01,8.628031094635067575e+02
2.044066059624434217e+01,7.685928923486139297e+01,7.401947056287165196e+02
1.891319284090695518e+01,6.102496408330411981e+01,7.626841444416780860e+02
2.517168665911334458e+01,3.469967985602387017e+01,7.396408153614812591e+02
6.743060632172226398e-01,1.755028842660052391e+01,2.521283489884234825e+02
1.697063998198363777e+01,1.057455271603782165e+01,3.964980164605350410e+02
9.355122591288737510e+01,3.444517260101720524e+01,7.500960603672101570e+02
4.519037354289663710e+01,6.104267361916866719e+01,9.691312474025910433e+02
3.526399629884078024e+01,4.858296750741229175e+01,8.957869966910967605e+02
6.727263660902490017e+01,6.979482651800729798e+01,9.791927445791170612e+02
3.152925193716268382e+01,9.509301522671201212e+01,7.130773044988294487e+02
4.444973746238429868e+01,1.029417131002796637e+00,4.773275700461343263e+02
3.546038203794642385e+01,4.748235439490169085e+01,8.934444800283492896e+02
6.598071978936005166e+01,3.360213043821824730e+00,5.441639011723306112e+02
8.989301165587137987e+00,5.763135808271891136e+01,6.335776731141097571e+02
2.773558486329494954e+01,2.866062276075720305e+01,7.157414710194892677e+02
3.562583073294689484e+00,2.027201822726259905e+01,3.305629359810372989e+02
1.889709870428599814e+01,7.578143659803480148e+01,7.276392903152870986e+02
3.325485396756599243e+01,1.288026455250215108e+01,5.874927334887189545e+02
3.502689807595012894e+01,5.957803730359806593e+01,9.124269499783316633e+02
3.611810241837467572e+01,9.375664117724556945e+01,7.597774558630610500e+02
8.980005571274662657e+01,6.249630458726193893e+01,8.744142023961995847e+02
1.336449437590322376e+01,9.428408969629758474e+01,5.292036096479830576e+02
1.180649256806992575e+01,5.716405161799558243e+01,6.725186842040706097e+02
5.448723933314115442e+01,9.820988568137188679e+01,7.906257988432799948e+02
5.289107819298170909e+01,2.912744779380931348e+01,8.590404335891936398e+02
2.496259533876980896e+01,4.509066951172928839e+01,7.963153257100004794e+02
2.748474655213722784e+01,9.762422011580140691e+01,6.525359368041252992e+02
5.889855332507016783e+01,8.241071427478296130e+01,9.293474487082523865e+02
5.953458512490900034e+01,1.266765476733003837e+01,6.851814829076305386e+02
7.464481473985954096e+01,9.741886486578430038e+01,7.731605549230952192e+02
2.300538651329588902e+01,4.388113118726384698e+01,7.712240381919835954e+02
3.534732536316231943e+01,2.278873066150005755e+01,7.200588788089625041e+02
7.516384244542139825e+00,9.879109449378947261e+01,4.014346697616930442e+02
9.282602988669299293e+01,6.525125227430588382e+01,8.447776034293652856e+02
8.786230255634774267e+01,2.901077166886609859e+01,7.560126950598354370e+02
9.440107430491624996e+01,9.432801290251180149e+01,6.681347214543402515e+02
9.408021367477901720e+01,4.116315879962439084e+01,7.869851038730806749e+02
3.505705286269357401e+01,1.605624491583412805e-01,4.093579509528044014e+02
6.070798473863343503e+01,7.311590538700114905e+01,9.758617432759057237e+02
8.004099123541827510e+01,8.308374787552183705e+01,8.687601165311873501e+02
6.381624249578572261e+01,1.747303033497081870e+01,7.438590784057896599e+02
2.136058146921666534e+01,5.809393152893637335e+01,7.897470464611257057e+02
5.661313504290968979e+01,7.209674566799471052e+01,9.779316209988326136e+02
4.397439702912603110e+01,8.877485657326295154e+01,8.476325644722920742e+02
2.369080028908212654e+01,4.943307618661451741e+00,3.887396579944517043e+02
4.659367755710454162e+01,6.362827434046417352e+01,9.729991818977974845e+02
7.481297508283132913e+01,6.106069445343336355e+01,9.691119769251280331e+02
9.527622022887454989e+01,6.696045716568931994e+01,8.183897644552891961e+02
5.481396848655282383e+01,5.494248388360977486e+01,9.927364552871316619e+02
9.375735344870493293e+01,4.297718725666121031e+01,7.992070045760900712e+02
9.958977561404047663e+01,3.351296711325262123e+01,6.811972531975661695e+02
2.846761956987302611e+01,3.468163096007570445e+00,4.111527829700534085e+02
9.958703135730651468e+01,3.825578985790028241e+01,7.133808384398863609e+02
5.024469303301614787e+00,6.145197508965185307e+01,5.750048376928695006e+02
6.485634446469290992e+00,5.038296057811464124e+01,5.845828287750956633e+02
8.764471556478447667e+01,9.877099907339304252e+01,6.814070473381726742e+02
5.875119549371632388e+01,4.347838605945324275e+01,9.615254876942602777e+02
3.796638714579291474e+01,5.107545055703721637e+00,5.083457977864570694e+02
4.076658400521544223e+01,5.000168379118127149e+01,9.340649649198168163e+02
1.100887397891423447e+01,1.251014040506089842e+01,3.457541166407074797e+02
7.115813549829002227e+01,9.845688642011313618e+01,7.747356445302672228e+02
5.643026394465177020e+01,5.308865462731331775e+01,9.916068833884995684e+02
7.846226275454623078e+01,4.099572642667503430e+00,5.129770250978725699e+02
8.195378118578176441e+01,7.619815911437277123e+01,8.954875571545261437e+02
6.430881407002617323e+01,3.459675746057968837e+01,9.067966396514135567e+02
8.668414154793147475e+01,4.225198618524683702e+00,4.627753399009718578e+02
2.194175491075151996e+01,9.258630185109005595e+01,6.472687304534734949e+02
4.292815690452077604e+01,7.468685822876908276e+01,9.288276171101670116e+02
3.582768093574132706e+01,9.502921569169923544e+01,7.455120301994736565e+02
2.995025240161228908e+01,1.277757095473299742e+01,5.597503275140556980e+02
2.090068188364585566e+01,8.159143944737567722e+01,7.197055147466572862e+02
3.482082352260207614e+01,9.168456632124647854e+01,7.698910791599755612e+02
4.941963564039701851e+01,3.935533511825151010e+01,9.244710568634538959e+02
2.821255041321034795e+01,3.233872447364100822e+01,7.505382357702860645e+02
1.586293967737378807e+01,3.871818404060390151e+01,6.626319449063150842e+02
1.761981733167865372e+01,2.116981264188865097e+01,5.357263419988830719e+02
8.633185749907261197e+01,9.553228699060971962e+01,7.251924637395409263e+02
2.176194662605230690e+01,6.208521434102698322e+01,7.939836049858596425e+02
9.801297548683713501e+01,8.462181480280548840e+01,7.117958538771067651e+02
8.810723550929100867e+00,3.920535908035899553e+01,5.710211450242674118e+02
2.765484620476553701e+01,4.088811874296845872e+01,8.017176705520105315e+02
6.115540084211334992e-01,5.702763551992033086e+01,5.031225410660764510e+02
8.265828704508510327e+01,8.265930648110067125e+01,8.557807591585129785e+02
9.318613290487837730e+01,5.199490212091213692e+01,8.363051488047798330e+02
2.740761829501326829e+01,8.154392633693785086e+00,4.729857160388159514e+02
2.560242342715154251e+01,4.162256598028829302e+01,7.863335026586117920e+02
7.028178096196724312e+01,2.352166320087470908e+01,7.982162071519471738e+02
5.852407309850897832e+01,1.090822763291214770e+01,6.610598429762560500e+02
5.463684101928117798e+01,2.001907769698163531e+00,5.232617871546207198e+02
2.371002166222901764e+01,6.211662938839626946e+01,8.143721883863677249e+02
9.084525948421969588e+01,1.866767604536381242e+01,6.262561027486389094e+02
6.204342079952463962e+01,5.203988796002202122e+01,9.906188645136486457e+02
6.343222276891488320e+01,1.592451405701209666e+01,7.254007043419899219e+02
5.645497304121730764e+01,4.656060082953585066e+01,9.729583061046776038e+02
5.287689386154455207e+01,5.979612468358315169e+01,9.929744467627429003e+02
9.378475064023888308e+01,5.227609158192856142e+01,8.312918349821262609e+02
2.560327537094311268e+01,5.402433977450841240e+01,8.287934036396062538e+02
5.227897001305755964e+01,2.248111579547605743e+01,7.938733887532156359e+02
1.469963563690671648e+01,1.350048537724357622e-01,2.079333241119597631e+02
9.816344775866047812e+00,9.923972600838850155e+01,4.297042758231729636e+02
2.023738040271424410e+01,6.359937828484396505e+01,7.760589538693311624e+02
2.376624032700540567e+01,2.670422141766661639e+01,6.597507191502123760e+02
8.751907562347463454e+01,2.479899021316089858e+01,7.194997824476920414e+02
6.613678952831234881e+01,6.455154344186320614e+00,5.918305933091821771e+02
3.066360237465189797e+01,8.629260228975746827e+01,7.819759389918816623e+02
1.384124799516572857e+00,2.662148980041695268e+01,3.605790095423204207e+02
5.102287720584525488e+01,2.261366792982946095e+01,7.923208394215390626e+02
9.130068577730946799e+01,9.584543255915164650e+01,6.817995850616466669e+02
7.477597689643472734e+01,8.946609656161814428e+01,8.473840546602090171e+02
5.772320945600596076e+01,2.254224438592651225e+01,8.021682653634184135e+02
1.432595001275132063e+01,9.000732665982467040e+01,5.803261969767156643e+02
7.207551162825649271e+01,6.000950823469580797e+01,9.796160780750577715e+02
5.386965501587710747e+01,4.306149277672398767e+01,9.545016564382876822e+02
5.690578233921566209e+01,2.795374048772259101e+01,8.544180752014184463e+02
2.495913144082223667e+01,5.813285826558535518e+01,8.270356497523498547e+02
6.298178500586760720e+01,1.005887389936649434e+01,6.482933967916665097e+02
7.520915152479641108e+01,7.117525738282083125e+01,9.500444782676561317e+02
3.402293778134423263e+01,9.611094085422779187e+01,7.219740038780028044e+02
9.586248431239900469e+01,4.279245226058833396e+01,7.777180995449401735e+02
6.596893190863659129e+01,7.350634701738889554e+00,6.054825887817756893e+02
3.960957861321766416e+01,2.953226540142907908e+01,8.111942352833370933e+02
9.622322984891499686e+01,3.507098493021809649e+00,3.670974702459768082e+02
4.001973763493346326e+01,4.756735985730525584e+01,9.222734086865289100e+02
8.806624732374379150e+00,3.511202856216476675e+01,5.446785812821560739e+02
6.599104586198184563e+01,8.867944531157311872e+01,8.794562625637448718e+02
7.467149323928698834e+01,2.173480853727227569e+01,7.640473755521185240e+02
3.841533146389295439e+01,9.769539871325135039e+01,7.349007101299094984e+02
9.377810159824656466e+01,7.280517597108443795e+01,8.166928028643034168e+02
1.918536562792515454e+01,3.302687745271059327e+01,6.637018845364412982e+02
9.928329750861732350e+01,9.395531868984309654e+01,6.211467922590110220e+02
5.859610050984733931e+01,9.398665972782058020e+01,8.374769891057715085e+02
3.989824093047630527e+01,7.195669342971578430e+01,9.232205177270919876e+02
4.372856240327030974e+01,5.666022504413638927e+01,9.613300358755591333e+02
4.336325313675524029e+01,3.875640019748595222e+01,8.977754243115092549e+02
1.136931602268143049e+00,3.672441070755060366e+01,4.369488616212717602e+02
9.451954778970444693e+01,8.345005928880880219e+01,7.553289791718610786e+02
1.821407353975804710e+01,3.670819532996620893e+01,6.784340762959795939e+02
8.690513613122119452e-01,3.280619691390987924e+01,4.047106529787253635e+02
9.883632312501353567e+01,6.637857012911840116e+01,7.823946638262755187e+02
7.753338415907330727e+01,5.688175909928071405e+01,9.555349250352318222e+02
1.630554500931467032e+01,6.405565296582038570e+01,7.294452572474929184e+02
5.740708859547824972e+01,2.057981554443140126e+01,7.807461977364868062e+02
1.085006206560122877e+01,1.154453941835886788e-01,1.564980044454848098e+02
4.611437817713100884e+01,7.998952343963799194e+01,9.168464332545204343e+02
9.822716127081451987e+01,3.966830577846140216e+01,7.366081221778121062e+02
7.650639448322591818e+01,6.131682544365838794e+01,9.615716121821815250e+02
7.866528652689594026e+01,6.408878905920853697e+01,9.487926021363565496e+02
1.304036948895611658e+01,9.184749066747333757e+01,5.475885943850256581e+02
1.685090036963482518e+01,5.341659952949800783e+01,7.323221721137774693e+02
8.173719843361305948e+01,1.552373192830598470e+01,6.556534414528978232e+02
4.855786867404401619e+01,3.711307625073941097e+01,9.080837274563549499e+02
7.498160357989281266e+00,4.323215106441421796e+01,5.731513341169364821e+02
2.790298593446799558e+01,8.051582067986480240e+01,7.961453415574558221e+02
5.260466093374239449e+01,6.404035279351253962e+01,9.901302079043075537e+02
8.085435603716804565e+01,3.077781425058718767e+01,8.189547208701019372e+02
8.431667593775519265e+01,7.359087487925336291e+01,8.910369528294190786e+02
4.185910064245174311e+01,1.665989769831579537e+01,6.898354861222302361e+02
3.276033026466462772e+00,7.805687224077477993e+01,5.020210417410701780e+02
1.140401948020651801e+01,2.496449064420171027e+01,4.956400883382984262e+02
6.806462916629398308e+01,2.021822429510341479e+01,7.685241136342210666e+02
4.067025271124307295e+01,3.763886674849123892e+01,8.773118762303370204e+02
9.551918857338432645e+01,6.260432019563944017e-01,3.272759869503023538e+02
3.313945060412959442e+00,1.641850375190867517e+00,6.975855851076417480e+01
1.344431932909531113e+01,7.819351625010089890e+01,6.489359849864943044e+02
8.372826505090522176e+01,8.059999672742762300e+01,8.613260283668462307e+02
1.235946209046674404e+01,3.296199865757402137e+01,5.783420926347374689e+02
7.712625709468480295e+01,9.578739233507684503e+01,7.788666510144844324e+02
7.945741671068049072e+01,4.806223471993421725e+01,9.268668735390361917e+02
8.016832863067959636e+01,6.535381910002615768e+01,9.389094162988525341e+02
3.059336298801683540e+01,1.498500722625729686e+01,5.937437063696326049e+02
1.661172515396935889e+00,1.724248261142933103e+01,2.647634074615532995e+02
9.419363598140006388e+01,9.176578636882865680e+01,6.939379315720863133e+02
1.990052069158096870e+01,7.741937906886556675e+01,7.314483139991067446e+02
8.236488345391218502e+01,3.623923617744588910e+01,8.504508179731039945e+02
8.415944367510885371e+00,2.867590569651357058e+00,1.672998144977467803e+02
6.939004860908704053e-01,3.969050753978348212e+01,4.477613088623868975e+02
6.471503214535715642e+01,4.954175252841628208e+01,9.816136380410447373e+02
4.035748212410409508e+01,1.904001702031715837e+01,7.100629595174223141e+02
8.347956899336372771e+01,2.153670978698403360e+01,7.146780338040064180e+02
4.506718268294997642e+01,8.257499637122212022e+00,5.924540126361090415e+02
2.057975416485515652e+01,4.546887912367869689e+01,7.520111272986575841e+02
2.936480453095204979e+01,6.497879817920779999e+01,8.647116292948445562e+02
2.505968296420331143e+01,5.257315483193901429e+01,8.207618128140387626e+02
8.723529889039119212e+01,3.814781256192626557e+01,8.287320609897778922e+02
7.905983403092750450e+01,2.710203542072597926e+01,7.969273891936824157e+02
3.118409408990805431e+01,7.290727633704918276e+01,8.599817577370836261e+02
7.648882574173778437e+01,7.930790196513876822e+01,9.094973505740358632e+02
5.940810974618060669e+01,4.438251502094803236e+00,5.661438934003062968e+02
7.730613121047779757e+00,2.382842422930103865e+01,4.321898611368973206e+02
9.249002250014464721e+01,1.046924595875775577e+00,3.632326262982780918e+02
8.760730886232151704e+01,7.086793827791791500e+01,8.763819174405698504e+02
7.789981817632269667e+01,9.078526814856272154e+01,8.218648528769231234e+02
9.393193142030044385e+01,9.958052824985711027e+01,6.180751620437786187e+02
2.952968343374950955e+00,7.920122696770293658e+01,4.908618483536153576e+02
2.927782616595700915e+01,2.723427475742141723e+01,7.165432629972576706e+02
9.044107930433322906e+01,5.333536300076465864e+01,8.636190601539877889e+02
9.330164219280773352e+01,2.069187476706310136e+01,6.270520784174026403e+02
2.516400591025113087e+01,6.171901535340822420e+01,8.291225467220849623e+02
2.967381548651382150e+00,2.360907094316724297e+01,3.567735998531468340e+02
7.442717128313202579e+01,6.049394809009375251e+01,9.708214546693498050e+02
1.485227285056982538e+01,4.235298567426178806e+01,6.698371648440195258e+02
9.063779474333122366e-02,5.513596802710816291e+01,4.923040407603772906e+02
3.290123152217048386e+01,3.854655862266016442e+01,8.322019135644883363e+02
9.334294271313700619e+01,3.570801139702579974e+01,7.609023891060204505e+02
7.199682777960120461e+01,6.004186917448651073e+00,5.700776338243429109e+02
1.325681212998152070e+01,9.639430587388190474e+01,5.068264450049185257e+02
5.365076741196011767e+01,4.886201289366051270e+01,9.770087988148573004e+02
6.676831604840792522e+01,6.998514421304837185e+01,9.796589293228047381e+02
2.695259133235915527e+01,9.822510715836909867e+01,6.412257110091746881e+02
4.162595783282867501e+01,7.502999965962121109e+01,9.209064938383345407e+02
1.323053327083969499e+01,9.224827403407840620e+01,5.464831537577765630e+02
6.144517494225332399e+01,5.022020918676389556e+01,9.863748606148825502e+02
7.893944693588991868e+01,6.165703362721552594e+01,9.493074262292793719e+02
9.761879350071302497e+01,5.664173761151006659e+01,7.996123067594262466e+02
5.908731610762423259e+01,7.922431678736677441e+01,9.480481725083561741e+02
3.738682551190512271e+01,1.721776997784128937e+01,6.709699972803699666e+02
8.100294962810194477e+01,2.925823642203873032e+00,4.802448324283270722e+02
5.283652921323023222e+00,1.774389787839654176e+01,3.283193094676063311e+02
4.687148228800099758e+01,4.716604362073408652e+01,9.527342391928893903e+02
1.051349480712299211e+01,8.512761556270847052e+01,5.671484599687031505e+02
4.601180852668600352e+01,7.149144112825672437e+01,9.540478547978273127e+02
8.118103273787873775e+01,3.981750537263161505e+01,8.797983783896604564e+02
4.904673782158085515e+01,6.669464962599658975e+01,9.769490931661408695e+02
6.049351520530711213e+01,2.814792315766058195e+01,8.574736141892118440e+02
9.320005098459841975e+01,7.146274313605945849e+01,8.267138866015026224e+02
8.791904715751719834e+01,1.714260900071229443e+01,6.323790899866260133e+02
3.371442980240663445e+01,7.629833871692585490e+01,8.656585130988288483e+02
9.277253739822202760e+01,8.023029597599503404e+01,7.916212067699855197e+02
7.245225585292446624e+01,8.793219672440061174e+01,8.686525129044825917e+02
7.577059708324152609e+01,6.301611598176841511e+01,9.638748580878062739e+02
5.874829339562852226e+01,3.424337407593880300e+01,9.066448452828286690e+02
8.227961227284691859e+01,9.229869870918585661e+01,7.837101623044388816e+02
8.486977694888037149e+01,6.320436141188978496e+01,9.117326104958634687e+02
1.223159777369875556e+01,5.095373006496551227e+00,2.556672797767507177e+02
1.665619866072717414e+01,6.934858150049116432e+01,7.237628511040014700e+02
4.116562600102935399e+00,5.949102002808282919e+01,5.611176091054255721e+02
7.806444285637294911e+01,9.265455477872033896e+01,8.043642353132061089e+02
8.597505202118016143e+01,5.314494968064848734e+01,8.986717421226370561e+02
9.146809589497136983e+01,2.539419351144666237e+01,6.925979917772482395e+02
6.193821858150319315e+01,5.133254507481854745e+01,9.890245790988595900e+02
