,weight,prod_distance,time_delivery,target
1248,19.0,2476.0,14.0,542286.1387274452
1249,64.0,1797.0,14.0,720398.3981415535
1250,1.0,1467.0,13.0,512482.20020694257
1251,10.0,2680.0,4.0,534155.407679752
1252,82.0,1804.0,12.0,763101.3718136714
1253,64.0,1731.0,11.0,728591.1321824719
1254,10.0,2913.0,3.0,593988.5504500828
1255,82.0,2796.0,4.0,803479.4412148325
1256,19.0,1734.0,3.0,570705.1366874628
1257,10.0,2913.0,9.0,593340.5504500828
1258,1.0,1928.0,2.0,465812.22911838925
1259,64.0,1459.0,4.0,756638.6039110986
1260,19.0,2105.0,6.0,536051.3537311212
1261,82.0,2043.0,2.0,741824.1827244101
1262,73.0,2631.0,6.0,747266.7379983788
1263,64.0,1928.0,1.0,708343.8691183892
1264,64.0,1346.0,1.0,762058.0569504637
1265,10.0,1567.0,2.0,548628.9649412772
1266,82.0,1783.0,8.0,766184.1258336187
1267,28.0,2936.0,12.0,678252.5308572765
1268,1.0,2098.0,9.0,452111.44535776513
1269,28.0,2043.0,12.0,576380.9627244101
1270,28.0,2118.0,11.0,572231.0324994893
1271,82.0,1284.0,8.0,804679.9318735134
1272,37.0,1459.0,11.0,669385.6739110985
1273,19.0,2105.0,10.0,535475.3537311212
1274,10.0,1797.0,1.0,523111.0181415536
1275,10.0,1734.0,7.0,529887.0766874629
1276,73.0,1731.0,13.0,751120.922182472
1277,37.0,2796.0,12.0,672459.2412148325
1278,28.0,2231.0,6.0,569986.2840008646
1279,64.0,2936.0,5.0,800764.4908572766
1280,10.0,1467.0,2.0,557317.2302069425
1281,73.0,2074.0,12.0,718497.5012369471
1282,19.0,1161.0,3.0,597145.1349294311
1283,10.0,2231.0,5.0,491995.7040008646
1284,28.0,2700.0,11.0,615495.1314326305
1285,55.0,2796.0,10.0,733550.5212148326
1286,19.0,1731.0,1.0,571122.182182472
1287,46.0,1284.0,11.0,706648.6918735134
1288,64.0,2043.0,7.0,698355.4427244101
1289,37.0,1804.0,12.0,633679.5718136714
1290,28.0,2074.0,3.0,575589.2012369471
1291,82.0,2913.0,3.0,836853.9104500827
1292,28.0,1772.0,13.0,602449.5133498312
1293,37.0,1731.0,5.0,643073.7621824719
1294,37.0,1734.0,9.0,642225.2566874628
1295,64.0,2796.0,11.0,759335.1612148324
1296,82.0,2501.0,11.0,747692.6099192636
1297,28.0,1346.0,4.0,641054.4969504637
1298,55.0,2163.0,2.0,666782.7825970788
1299,28.0,1804.0,3.0,600262.2118136714
1300,37.0,2043.0,3.0,612249.8327244101
1301,28.0,2416.0,7.0,575959.8123281042
1302,73.0,1734.0,9.0,751569.4966874628
1303,1.0,2028.0,5.0,457066.4647340298
1304,55.0,1772.0,1.0,699101.9533498312
1305,82.0,1734.0,4.0,772200.5566874628
1306,55.0,2028.0,13.0,672433.5847340297
1307,28.0,1567.0,3.0,626554.0249412772
1308,1.0,2231.0,6.0,448477.9140008646
1309,64.0,1783.0,4.0,723599.1858336186
1310,55.0,1237.0,3.0,735070.30180528
1311,73.0,2488.0,12.0,725927.6124644242
1312,55.0,2028.0,11.0,672865.5847340297
1313,37.0,2098.0,10.0,608071.7253577651
1314,1.0,2163.0,9.0,449353.76259707875
1315,55.0,1772.0,14.0,697346.9533498312
1316,10.0,2043.0,7.0,499180.22272441006
1317,46.0,2416.0,5.0,642634.6923281042
1318,28.0,2028.0,2.0,578709.0247340297
1319,82.0,2074.0,12.0,738574.1612369472
1320,64.0,2936.0,14.0,799225.4908572766
1321,55.0,1928.0,1.0,682448.3491183892
1322,10.0,2476.0,13.0,502004.29872744525
1323,73.0,2471.0,4.0,725314.172352141
1324,82.0,1284.0,9.0,804526.9318735134
1325,55.0,2913.0,5.0,767505.4004500827
1326,1.0,2043.0,10.0,455319.35272441007
1327,73.0,1467.0,6.0,778831.4402069426
1328,10.0,2631.0,8.0,524479.2079983788
1329,1.0,1346.0,9.0,519200.07695046376
1330,64.0,1797.0,9.0,721433.3981415535
1331,28.0,2118.0,8.0,572744.0324994893
1332,10.0,1335.0,4.0,563330.8153672726
1333,64.0,1797.0,4.0,722018.3981415535
1334,82.0,1797.0,14.0,763417.8581415537
1335,19.0,1734.0,1.0,570777.1366874628
1336,82.0,1335.0,8.0,804628.0153672725
1337,46.0,2680.0,6.0,678652.207679752
1338,73.0,1804.0,4.0,744201.0118136714
1339,1.0,2074.0,7.0,453763.2212369471
1340,55.0,1731.0,13.0,702281.342182472
1341,64.0,2135.0,10.0,692831.5579669729
1342,19.0,1797.0,14.0,561819.7481415536
1343,37.0,2631.0,14.0,636159.5779983787
1344,82.0,2098.0,7.0,738084.8253577651
1345,19.0,2501.0,2.0,546703.9799192636
1346,37.0,1346.0,3.0,675708.6369504638
1347,1.0,1567.0,2.0,505269.9349412772
1348,55.0,2416.0,11.0,670626.1323281042
1349,82.0,2105.0,8.0,737591.5037311212
1350,82.0,1346.0,14.0,803241.3369504637
1351,37.0,1783.0,7.0,636906.7758336186
1352,46.0,2118.0,13.0,638204.2724994892
1353,1.0,2471.0,13.0,458062.0523521411
1354,37.0,2135.0,8.0,606665.1079669729
1355,55.0,2028.0,6.0,673630.5847340297
1356,1.0,2936.0,4.0,557705.8108572764
1357,37.0,2163.0,6.0,605913.4425970789
1358,55.0,2631.0,10.0,697689.1579983787
1359,64.0,1335.0,14.0,760503.7153672726
1360,28.0,1772.0,2.0,603934.5133498312
1361,55.0,1797.0,13.0,694757.6681415535
1362,19.0,1237.0,11.0,601568.9818052801
1363,28.0,2043.0,2.0,577640.9627244101
1364,28.0,1335.0,10.0,640503.1153672726
1365,73.0,2488.0,10.0,726323.6124644242
1366,46.0,2118.0,10.0,638825.2724994892
1367,73.0,1797.0,8.0,744554.1281415536
1368,82.0,2936.0,1.0,844204.9708572765
1369,37.0,2680.0,5.0,646956.007679752
1370,73.0,2163.0,6.0,715412.1225970787
1371,19.0,1928.0,5.0,549490.2691183892
1372,37.0,2074.0,13.0,608805.8612369471
1373,19.0,1467.0,6.0,597463.2602069426
1374,1.0,1567.0,11.0,504216.9349412772
1375,82.0,2796.0,11.0,802534.4412148325
1376,46.0,1237.0,9.0,705672.9718052801
1377,10.0,2028.0,10.0,499791.98473402974
1378,28.0,2501.0,3.0,584270.0699192637
1379,10.0,1346.0,11.0,562179.2169504637
1380,19.0,1928.0,12.0,548419.2691183892
1381,28.0,1772.0,12.0,602674.5133498312
1382,19.0,2796.0,4.0,601251.9612148325
1383,55.0,1567.0,1.0,721711.1149412772
1384,37.0,1928.0,13.0,620397.3091183892
1385,82.0,1346.0,10.0,804105.3369504637
1386,82.0,1459.0,5.0,799516.2239110986
1387,10.0,2416.0,12.0,496981.9323281041
1388,28.0,2028.0,7.0,578304.0247340297
1389,46.0,2043.0,4.0,643924.7027244101
1390,73.0,1783.0,12.0,745413.6558336186
1391,19.0,1161.0,7.0,596785.1349294311
1392,73.0,2631.0,7.0,747149.7379983788
1393,55.0,2135.0,7.0,667376.4079669729
1394,82.0,1459.0,9.0,799012.2239110986
1395,10.0,1467.0,12.0,556057.2302069425
1396,73.0,2163.0,14.0,713972.1225970787
1397,55.0,2074.0,3.0,670811.1812369471
1398,64.0,2936.0,10.0,800089.4908572766
1399,73.0,2700.0,14.0,759225.1314326304
1400,73.0,2680.0,11.0,755776.807679752
1401,55.0,2700.0,12.0,710679.1314326305
1402,46.0,2135.0,5.0,638762.2579669729
1403,1.0,1772.0,3.0,482505.07334983116
1404,64.0,2118.0,12.0,693170.5124994892
1405,28.0,1335.0,12.0,640107.1153672726
1406,37.0,2501.0,6.0,618722.1599192637
1407,28.0,1804.0,6.0,600019.2118136714
1408,19.0,2118.0,2.0,535707.4124994893
1409,10.0,2913.0,7.0,593628.5504500828
1410,64.0,2231.0,5.0,691272.4440008645
1411,19.0,2043.0,3.0,540026.0927244101
1412,64.0,1335.0,8.0,761691.7153672726
1413,10.0,2163.0,14.0,491731.43259707873
1414,82.0,2416.0,3.0,740704.4523281042
1415,73.0,2163.0,4.0,715592.1225970787
1416,10.0,2476.0,8.0,502949.29872744525
1417,46.0,2098.0,9.0,639985.545357765
1418,73.0,2231.0,13.0,712983.2340008646
1419,64.0,2936.0,11.0,799900.4908572766
1420,46.0,2135.0,1.0,638978.2579669729
1421,37.0,1772.0,8.0,638023.9933498312
1422,82.0,2028.0,13.0,741399.1447340297
1423,46.0,1459.0,1.0,702150.9839110986
1424,28.0,2680.0,9.0,611740.807679752
1425,28.0,1731.0,7.0,608231.972182472
1426,37.0,1459.0,14.0,668710.6739110985
1427,1.0,2501.0,10.0,461869.79991926363
1428,10.0,2796.0,10.0,559942.3212148325
1429,37.0,2796.0,14.0,671991.2412148325
1430,46.0,1161.0,2.0,700913.6049294312
1431,46.0,1734.0,13.0,673143.3166874629
1432,37.0,1928.0,7.0,621477.3091183892
1433,1.0,1567.0,12.0,504009.9349412772
1434,64.0,2631.0,12.0,723251.9479983787
1435,64.0,2796.0,13.0,758903.1612148324
1436,10.0,1804.0,14.0,520566.4918136714
1437,82.0,2135.0,3.0,736730.8579669729
1438,46.0,1335.0,6.0,707343.4153672726
1439,10.0,1797.0,11.0,522031.0181415536
1440,82.0,2074.0,3.0,739789.1612369472
1441,73.0,2231.0,4.0,714360.2340008646
1442,1.0,2501.0,7.0,462328.79991926363
1443,19.0,2488.0,12.0,544008.0924644242
1444,46.0,2118.0,1.0,639716.2724994892
1445,73.0,2074.0,9.0,719064.5012369471
1446,1.0,1731.0,1.0,487290.60218247195
1447,19.0,1459.0,14.0,596592.0539110985
1448,37.0,2471.0,8.0,615272.6123521412
1449,64.0,2028.0,14.0,698095.1047340297
1450,64.0,1161.0,1.0,755509.5849294312
1451,28.0,2631.0,2.0,603180.7879983787
1452,46.0,2796.0,12.0,704264.8812148325
1453,19.0,2163.0,3.0,533911.1025970788
1454,28.0,2680.0,3.0,612388.807679752
1455,46.0,2043.0,12.0,642772.7027244101
1456,10.0,1567.0,9.0,547935.9649412772
1457,28.0,2476.0,5.0,581433.9787274452
1458,82.0,1335.0,9.0,804475.0153672725
1459,73.0,1237.0,7.0,783460.9618052801
1460,82.0,2680.0,6.0,776673.007679752
1461,64.0,1772.0,12.0,723696.4333498311
1462,73.0,1928.0,2.0,731296.3891183891
1463,28.0,1335.0,7.0,640962.1153672726
1464,19.0,2135.0,1.0,534991.8079669729
1465,82.0,1804.0,1.0,764388.3718136714
1466,28.0,1161.0,7.0,634275.6249294311
1467,64.0,2416.0,10.0,696754.5723281042
1468,46.0,2936.0,8.0,745525.0108572766
1469,19.0,1284.0,6.0,603657.0118735133
1470,28.0,1237.0,4.0,640011.31180528
1471,82.0,2796.0,1.0,803614.4412148325
1472,1.0,1346.0,10.0,519029.07695046376
1473,55.0,2476.0,13.0,675468.4987274453
1474,55.0,2163.0,1.0,666809.7825970788
1475,1.0,2163.0,14.0,448318.76259707875
1476,55.0,2416.0,1.0,671706.1323281042
1477,73.0,1772.0,5.0,747732.9133498312
1478,37.0,2631.0,4.0,637779.5779983787
1479,46.0,2471.0,13.0,646104.0023521412
1480,73.0,1237.0,14.0,782137.9618052801
1481,55.0,1284.0,2.0,736455.2518735133
1482,82.0,2098.0,8.0,737949.8253577651
1483,19.0,2118.0,12.0,534447.4124994893
1484,1.0,1161.0,1.0,513488.15492943116
1485,37.0,2476.0,7.0,615910.8187274452
1486,73.0,2796.0,14.0,781717.8012148325
1487,28.0,2135.0,5.0,572353.957966973
1488,37.0,2098.0,5.0,608746.7253577651
1489,1.0,2028.0,4.0,457147.4647340298
1490,1.0,1284.0,5.0,520004.8918735134
1491,55.0,1459.0,10.0,730029.2939110985
1492,46.0,2416.0,4.0,642715.6923281042
1493,37.0,1772.0,13.0,637078.9933498312
1494,1.0,2231.0,2.0,448765.9140008646
1495,46.0,2105.0,9.0,639624.7037311213
1496,1.0,1928.0,12.0,464552.22911838925
1497,82.0,1459.0,12.0,798445.2239110986
1498,55.0,1804.0,7.0,695051.2918136714
1499,73.0,1459.0,3.0,779638.9139110985
1500,82.0,2700.0,3.0,781041.1314326304
1501,55.0,2105.0,6.0,668857.1537311212
1502,37.0,2074.0,6.0,610002.8612369471
1503,82.0,1161.0,3.0,798342.5649294312
1504,46.0,1734.0,7.0,674223.3166874629
1505,10.0,2680.0,1.0,534290.407679752
1506,82.0,1161.0,2.0,798387.5649294312
1507,64.0,1928.0,7.0,707911.8691183892
1508,73.0,2471.0,5.0,725233.172352141
1509,28.0,2471.0,11.0,580067.222352141
1510,64.0,2105.0,7.0,694651.6037311212
1511,19.0,1459.0,11.0,597267.0539110985
1512,37.0,1772.0,14.0,636835.9933498312
1513,46.0,1284.0,8.0,707161.6918735134
1514,28.0,2680.0,4.0,612325.807679752
1515,64.0,1161.0,10.0,754618.5849294312
1516,37.0,1928.0,12.0,620622.3091183892
1517,64.0,1567.0,1.0,747574.1449412772
1518,46.0,1237.0,1.0,706392.9718052801
1519,64.0,1928.0,5.0,708127.8691183892
1520,64.0,2476.0,12.0,701638.3387274452
1521,10.0,2098.0,4.0,496103.26535776514
1522,82.0,1459.0,14.0,797977.2239110986
1523,64.0,1237.0,9.0,760255.6318052801
1524,37.0,2135.0,3.0,607160.1079669729
1525,55.0,2098.0,10.0,668641.3653577651
1526,46.0,1284.0,12.0,706441.6918735134
1527,55.0,1797.0,1.0,696269.6681415535
1528,1.0,2074.0,11.0,453115.2212369471
1529,37.0,1772.0,3.0,638518.9933498312
1530,37.0,1346.0,14.0,674025.6369504638
1531,82.0,2501.0,12.0,747485.6099192636
1532,73.0,1783.0,7.0,746268.6558336186
1533,73.0,1237.0,13.0,782380.9618052801
1534,28.0,2135.0,10.0,571678.957966973
1535,73.0,1346.0,12.0,783698.1969504637
1536,82.0,2936.0,14.0,842449.9708572765
1537,64.0,1731.0,7.0,729239.1321824719
1538,19.0,1335.0,6.0,603572.9653672726
1539,55.0,1467.0,2.0,730327.3802069426
1540,19.0,2471.0,6.0,543223.832352141
1541,64.0,1459.0,8.0,756206.6039110986
1542,64.0,2135.0,2.0,693695.5579669729
1543,10.0,2796.0,12.0,559546.3212148325
1544,73.0,2118.0,8.0,716887.1324994892
1545,82.0,1567.0,8.0,789985.2049412772
1546,55.0,2700.0,3.0,711894.1314326305
1547,37.0,2416.0,4.0,610944.2523281042
1548,19.0,2098.0,3.0,536657.0853577651
1549,64.0,1783.0,14.0,721979.1858336186
1550,1.0,1734.0,6.0,486630.01668746286
1551,73.0,2028.0,14.0,721083.6247340296
1552,19.0,2043.0,4.0,539963.0927244101
1553,1.0,2476.0,14.0,458320.4587274453
1554,82.0,1346.0,8.0,804429.3369504637
1555,28.0,1335.0,11.0,640314.1153672726
1556,55.0,1467.0,6.0,730039.3802069426
1557,37.0,2700.0,6.0,650973.1314326305
1558,1.0,2118.0,4.0,451698.1724994892
1559,46.0,1284.0,4.0,707593.6918735134
1560,10.0,2028.0,8.0,500115.98473402974
1561,64.0,2476.0,4.0,702790.3387274452
1562,1.0,1459.0,8.0,513997.43391109863
1563,82.0,2488.0,2.0,747301.5324644243
1564,73.0,2913.0,5.0,816557.7404500827
1565,73.0,2416.0,4.0,720534.0123281042
1566,55.0,1467.0,8.0,729787.3802069426
1567,19.0,2631.0,8.0,565017.9979983787
1568,64.0,2700.0,6.0,737616.1314326305
1569,28.0,2936.0,1.0,679539.5308572765
1570,10.0,1928.0,8.0,508663.7491183892
1571,46.0,1346.0,1.0,707455.7769504638
1572,10.0,2043.0,6.0,499297.22272441006
1573,73.0,2416.0,9.0,719949.0123281042
1574,55.0,2700.0,11.0,710886.1314326305
1575,55.0,2163.0,8.0,666242.7825970788
1576,55.0,2680.0,1.0,707846.407679752
1577,10.0,2105.0,4.0,495739.9037311211
1578,82.0,2135.0,1.0,736802.8579669729
1579,19.0,2936.0,10.0,640998.2908572765
1580,73.0,2135.0,13.0,715208.707966973
1581,73.0,2471.0,1.0,725449.172352141
1582,46.0,2680.0,11.0,677887.207679752
1583,37.0,1567.0,1.0,661237.0549412773
1584,10.0,2118.0,1.0,495241.7924994892
1585,55.0,1467.0,3.0,730282.3802069426
1586,10.0,2028.0,11.0,499602.98473402974
1587,82.0,2936.0,9.0,843484.9708572765
1588,19.0,1335.0,11.0,602807.9653672726
1589,73.0,2476.0,10.0,725063.1787274452
1590,64.0,2043.0,10.0,697896.4427244101
1591,55.0,2135.0,12.0,666521.4079669729
1592,1.0,2501.0,5.0,462544.79991926363
1593,55.0,1783.0,6.0,697536.7158336187
1594,46.0,1346.0,3.0,707383.7769504638
1595,55.0,1928.0,6.0,682133.3491183892
1596,1.0,2074.0,14.0,452440.2212369471
1597,19.0,2680.0,12.0,573546.6076797519
1598,28.0,1731.0,8.0,608096.972182472
1599,28.0,2488.0,8.0,582338.0124644242
1600,1.0,1161.0,6.0,513173.15492943116
1601,82.0,1804.0,13.0,762876.3718136714
1602,19.0,2043.0,8.0,539531.0927244101
1603,37.0,1284.0,9.0,675339.1318735133
1604,1.0,1783.0,7.0,480888.8958336187
1605,64.0,2135.0,13.0,692210.5579669729
1606,64.0,2913.0,8.0,793138.5704500827
1607,1.0,2163.0,3.0,450001.76259707875
1608,82.0,1467.0,4.0,799033.4702069425
1609,73.0,2913.0,10.0,815882.7404500827
1610,55.0,2488.0,1.0,678238.7724644243
1611,1.0,1459.0,1.0,514564.43391109863
1612,1.0,1284.0,7.0,519788.8918735134
1613,28.0,1731.0,1.0,608663.972182472
1614,28.0,2501.0,14.0,582587.0699192637
1615,1.0,2936.0,9.0,557120.8108572764
1616,37.0,1467.0,8.0,669331.3202069426
1617,64.0,2680.0,5.0,733593.6076797519
1618,1.0,2416.0,5.0,454617.4923281041
1619,1.0,2098.0,1.0,452831.44535776513
1620,55.0,2231.0,3.0,665493.6540008646
1621,82.0,1459.0,10.0,798841.2239110986
1622,1.0,2416.0,7.0,454401.4923281041
1623,73.0,2936.0,10.0,823159.7308572765
1624,73.0,2936.0,6.0,823735.7308572765
1625,82.0,2476.0,1.0,746067.0187274452
1626,64.0,1772.0,6.0,724668.4333498311
1627,19.0,2135.0,4.0,534856.8079669729
1628,1.0,2231.0,3.0,448720.9140008646
1629,28.0,2488.0,10.0,582014.0124644242
1630,10.0,1797.0,5.0,522895.0181415536
1631,19.0,2488.0,9.0,544575.0924644242
1632,37.0,1335.0,1.0,675984.2653672725
1633,55.0,2074.0,9.0,670163.1812369471
1634,64.0,2163.0,3.0,692654.4525970788
1635,19.0,1467.0,12.0,596491.2602069426
1636,19.0,2501.0,9.0,546010.9799192636
1637,37.0,2416.0,11.0,609999.2523281042
1638,1.0,2471.0,10.0,458683.0523521411
1639,73.0,2700.0,8.0,760413.1314326304
1640,82.0,2118.0,8.0,736967.7524994892
1641,19.0,2163.0,13.0,532471.1025970788
1642,73.0,2074.0,8.0,719217.5012369471
1643,55.0,2631.0,9.0,697860.1579983787
1644,55.0,2796.0,7.0,734009.5212148326
1645,28.0,1284.0,10.0,640582.5718735134
1646,55.0,2488.0,2.0,678211.7724644243
1647,46.0,2135.0,7.0,638546.2579669729
1648,64.0,2471.0,7.0,701988.7823521411
1649,1.0,2631.0,12.0,480304.41799837875
1650,19.0,2488.0,8.0,544728.0924644242
1651,55.0,2163.0,7.0,666377.7825970788
1652,19.0,2118.0,4.0,535599.4124994893
1653,1.0,2796.0,8.0,516796.6812148326
1654,82.0,2135.0,5.0,736586.8579669729
1655,82.0,1467.0,12.0,797881.4702069425
1656,37.0,1161.0,2.0,669255.1149294311
1657,64.0,2913.0,6.0,793390.5704500827
1658,10.0,2631.0,3.0,524974.2079983788
1659,28.0,2074.0,7.0,575229.2012369471
1660,28.0,1928.0,5.0,587049.7891183892
1661,46.0,2135.0,12.0,637691.2579669729
1662,64.0,2680.0,3.0,733737.6076797519
1663,19.0,2163.0,7.0,533551.1025970788
1664,37.0,2163.0,4.0,606093.4425970789
1665,82.0,2098.0,12.0,737229.8253577651
1666,46.0,2488.0,13.0,647864.8524644242
1667,37.0,2105.0,5.0,608385.2537311212
1668,1.0,2913.0,1.0,550580.3804500827
1669,28.0,2488.0,4.0,582770.0124644242
1670,46.0,2028.0,1.0,645125.0647340297
1671,28.0,1772.0,6.0,603646.5133498312
1672,10.0,2416.0,6.0,497953.9323281041
1673,19.0,2936.0,8.0,641322.2908572765
1674,73.0,2163.0,10.0,714836.1225970787
1675,46.0,2028.0,13.0,643613.0647340297
1676,46.0,2098.0,1.0,640705.545357765
1677,37.0,2913.0,14.0,705250.0604500828
1678,1.0,2416.0,9.0,454113.4923281041
1679,19.0,2488.0,5.0,545079.0924644242
1680,28.0,2416.0,14.0,574636.8123281042
1681,37.0,2700.0,1.0,651288.1314326305
1682,73.0,2416.0,8.0,720102.0123281042
1683,28.0,1783.0,6.0,602393.3058336186
1684,64.0,1928.0,6.0,708028.8691183892
1685,55.0,2231.0,4.0,665430.6540008646
1686,73.0,1237.0,3.0,783820.9618052801
1687,1.0,2028.0,3.0,457210.4647340298
1688,55.0,2936.0,1.0,774994.2508572766
1689,82.0,2416.0,12.0,739489.4523281042
1690,19.0,2680.0,10.0,573942.6076797519
1691,28.0,1161.0,14.0,632952.6249294311
1692,55.0,1783.0,7.0,697419.7158336187
1693,10.0,1797.0,8.0,522544.0181415536
1694,82.0,2796.0,13.0,802102.4412148325
1695,37.0,2105.0,10.0,607710.2537311212
1696,10.0,1284.0,1.0,563554.4518735134
1697,1.0,1459.0,14.0,512809.43391109863
1698,46.0,1731.0,1.0,674999.552182472
1699,73.0,1734.0,1.0,752289.4966874628
1700,64.0,1928.0,10.0,707452.8691183892
1701,55.0,1783.0,1.0,697851.7158336187
1702,19.0,1335.0,4.0,603752.9653672726
1703,64.0,2135.0,9.0,693002.5579669729
1704,28.0,2680.0,12.0,611173.807679752
1705,28.0,2700.0,7.0,616143.1314326305
1706,28.0,2163.0,1.0,571563.7725970788
1707,1.0,2471.0,7.0,459142.0523521411
1708,19.0,2098.0,2.0,536702.0853577651
1709,28.0,1734.0,3.0,608247.1966874629
1710,28.0,2118.0,9.0,572591.0324994893
1711,73.0,2028.0,11.0,721758.6247340296
1712,46.0,1346.0,13.0,705943.7769504638
1713,46.0,2796.0,6.0,705236.8812148325
1714,10.0,2105.0,5.0,495658.9037311211
1715,82.0,1772.0,3.0,767926.3933498312
1716,64.0,2043.0,6.0,698472.4427244101
1717,1.0,2028.0,10.0,456391.4647340298
1718,1.0,2043.0,1.0,456210.35272441007
1719,64.0,2098.0,14.0,693688.1853577651
1720,46.0,1161.0,10.0,700049.6049294312
1721,10.0,1731.0,5.0,530448.3921824719
1722,82.0,1335.0,3.0,805123.0153672725
1723,28.0,2074.0,9.0,574941.2012369471
1724,82.0,1161.0,7.0,797982.5649294312
1725,73.0,1459.0,5.0,779494.9139110985
1726,37.0,1783.0,6.0,637023.7758336186
1727,82.0,2913.0,13.0,835413.9104500827
1728,37.0,1284.0,11.0,674979.1318735133
1729,64.0,1731.0,1.0,729671.1321824719
1730,82.0,1783.0,12.0,765464.1258336187
1731,46.0,1734.0,6.0,674340.3166874629
1732,28.0,2028.0,9.0,578016.0247340297
1733,1.0,1346.0,3.0,519848.07695046376
1734,10.0,2105.0,12.0,494587.9037311211
1735,10.0,2118.0,11.0,494161.7924994892
1736,64.0,1335.0,1.0,762258.7153672726
1737,10.0,1928.0,2.0,509203.7491183892
1738,64.0,1734.0,14.0,727572.4366874628
1739,37.0,1797.0,3.0,635682.2081415536
1740,1.0,2476.0,9.0,459355.4587274453
1741,19.0,1731.0,11.0,570042.182182472
1742,37.0,2488.0,13.0,616086.9324644243
1743,28.0,1161.0,2.0,634680.6249294311
1744,28.0,2471.0,9.0,580427.222352141
1745,82.0,1467.0,11.0,798088.4702069425
1746,46.0,1237.0,14.0,704637.9718052801
1747,73.0,2471.0,3.0,725377.172352141
1748,73.0,2416.0,1.0,720669.0123281042
1749,37.0,2416.0,7.0,610647.2523281042
1750,46.0,2631.0,3.0,669633.3679983787
1751,28.0,2231.0,4.0,570166.2840008646
1752,19.0,1237.0,3.0,602576.9818052801
1753,82.0,1346.0,11.0,803916.3369504637
1754,10.0,2700.0,4.0,538266.1314326305
1755,73.0,1346.0,13.0,783473.1969504637
1756,82.0,2476.0,7.0,745635.0187274452
1757,64.0,2135.0,4.0,693587.5579669729
1758,10.0,1734.0,11.0,529239.0766874629
1759,10.0,1804.0,2.0,522294.4918136714
1760,28.0,2476.0,14.0,579894.9787274452
1761,19.0,2028.0,3.0,541095.5047340296
1762,82.0,2796.0,8.0,803047.4412148325
1763,28.0,1346.0,1.0,641189.4969504637
1764,1.0,2700.0,1.0,494940.1314326305
1765,64.0,1237.0,11.0,759895.6318052801
1766,28.0,1161.0,9.0,633987.6249294311
1767,37.0,2043.0,6.0,612006.8327244101
1768,19.0,1804.0,11.0,561705.8518136714
1769,82.0,1928.0,8.0,750819.9091183891
1770,10.0,2098.0,2.0,496211.26535776514
1771,73.0,1284.0,2.0,785214.3718735133
1772,10.0,1161.0,14.0,555055.6449294311
1773,55.0,2135.0,3.0,667736.4079669729
1774,82.0,1284.0,4.0,805111.9318735134
1775,28.0,1567.0,7.0,626194.0249412772
1776,10.0,2631.0,9.0,524326.2079983788
1777,10.0,1237.0,5.0,562019.65180528
1778,10.0,2471.0,4.0,502879.4423521411
1779,46.0,1467.0,1.0,701584.3502069425
1780,19.0,2163.0,10.0,533092.1025970788
1781,55.0,2163.0,5.0,666593.7825970788
1782,1.0,2098.0,6.0,452516.44535776513
1783,19.0,2118.0,7.0,535302.4124994893
1784,64.0,2913.0,12.0,792418.5704500827
1785,73.0,1772.0,11.0,746868.9133498312
1786,55.0,2028.0,1.0,673945.5847340297
1787,82.0,1237.0,8.0,803327.29180528
1788,1.0,2936.0,14.0,556085.8108572764
1789,46.0,2471.0,2.0,647589.0023521412
1790,46.0,2471.0,8.0,647049.0023521412
1791,19.0,2135.0,3.0,534919.8079669729
1792,1.0,2796.0,9.0,516643.6812148326
1793,73.0,1237.0,11.0,782812.9618052801
1794,55.0,2936.0,11.0,773914.2508572766
1795,19.0,1797.0,11.0,562494.7481415536
1796,19.0,2631.0,5.0,565368.9979983787
1797,82.0,2631.0,5.0,767492.5279983788
1798,82.0,2043.0,3.0,741779.1827244101
1799,64.0,2231.0,7.0,691056.4440008645
1800,73.0,2488.0,8.0,726647.6124644242
1801,1.0,1804.0,1.0,478941.1318136714
1802,82.0,1797.0,11.0,764092.8581415537
1803,37.0,1797.0,8.0,635187.2081415536
1804,28.0,2416.0,1.0,576391.8123281042
1805,82.0,1237.0,10.0,803003.29180528
1806,64.0,1804.0,10.0,720476.6518136715
1807,46.0,1797.0,11.0,666389.9381415535
1808,37.0,2231.0,8.0,604405.0740008645
1809,28.0,2631.0,3.0,603135.7879983787
1810,46.0,2163.0,9.0,637257.1125970788
1811,37.0,1284.0,5.0,675843.1318735133
1812,19.0,1567.0,4.0,588963.9949412772
1813,28.0,2471.0,3.0,581075.222352141
1814,28.0,2118.0,14.0,571556.0324994893
1815,10.0,2098.0,12.0,494951.26535776514
1816,10.0,1161.0,13.0,555298.6449294311
1817,73.0,2936.0,8.0,823483.7308572765
1818,19.0,1335.0,14.0,602132.9653672726
1819,10.0,1567.0,1.0,548655.9649412772
1820,10.0,2163.0,1.0,493486.43259707873
1821,1.0,2501.0,14.0,461005.79991926363
1822,37.0,1731.0,3.0,643217.7621824719
1823,82.0,2118.0,10.0,736643.7524994892
1824,64.0,2416.0,7.0,697213.5723281042
1825,82.0,2163.0,13.0,734299.7925970787
1826,37.0,1237.0,8.0,674160.64180528
1827,1.0,1161.0,9.0,512768.15492943116
1828,19.0,2105.0,14.0,534611.3537311212
1829,73.0,1567.0,4.0,770386.1749412772
1830,19.0,1335.0,7.0,603455.9653672726
1831,28.0,1346.0,13.0,639677.4969504637
